TFA AMA Th Tz
-3.833395647352554647e+01 3.984058997333210073e+01 -4.297734819666569450e+00 -3.960810630215733852e+01
-3.644758953708790017e+01 3.812402653406926589e+01 -3.286670684448524504e+00 -3.798209045040049148e+01
-3.484179852193214799e+01 3.663713454554687843e+01 -2.548619239137455583e+00 -3.654838119099672156e+01
-3.345960324856464041e+01 3.533567056039121468e+01 -2.000768735347782989e+00 -3.527898153887316113e+01
-3.225686079684312801e+01 3.418531096095993860e+01 -1.588402257918845262e+00 -3.414838888973483932e+01
-3.119954481586351847e+01 3.315937803432405673e+01 -1.274460903556772884e+00 -3.313487741079658377e+01
-3.026132563118139629e+01 3.223698777576104391e+01 -1.033266505508150690e+00 -3.222042428620644472e+01
-2.942166969063704585e+01 3.140163774057502977e+01 -8.466557154903204818e-01 -3.139022183562476442e+01
-2.866441143771187683e+01 3.064015514793301520e+01 -7.015405897298543358e-01 -3.063212281723823693e+01
-2.797669632216342350e+01 2.994191777049103464e+01 -5.883327767391852703e-01 -2.993613709747236840e+01
-2.734820033542354878e+01 2.929827544175694243e+01 -4.999029102612992936e-01 -2.929401032534415705e+01
-2.677055151624600526e+01 2.870211774975351560e+01 -4.308792727099657327e-01 -2.869888336456777012e+01
-2.623689818908792404e+01 2.814754826884930949e+01 -3.771661629171516594e-01 -2.814502121570975390e+01
-2.574158400075458530e+01 2.762963681256934123e+01 -3.356073995810344712e-01 -2.762759848535216989e+01
-2.527990112044221860e+01 2.714422923968044543e+01 -3.037474862735178860e-01 -2.714252969936489635e+01
-2.484790107316782581e+01 2.668780007503150031e+01 -2.796596235304371625e-01 -2.668633476781362290e+01
-2.444224842625523308e+01 2.625733726682316416e+01 -2.618202030027902971e-01 -2.625603188840614166e+01
-2.406010661913986937e+01 2.585025128435249187e+01 -2.490160968667867181e-01 -2.584905186747995387e+01
-2.369904811661561084e+01 2.546430281677154639e+01 -2.402753993712622993e-01 -2.546316919938868040e+01
-2.335698312844960256e+01 2.509754481066878284e+01 -2.348151494401524708e-01 -2.509644630956982780e+01
-2.303210262094472682e+01 2.474827565373347582e+01 -2.320014916098234181e-01 -2.474718818656107189e+01
-2.272283241992607827e+01 2.441500109236557492e+01 -2.313190460300087459e-01 -2.441390525579953064e+01
-2.242779598874630054e+01 2.409640304564282332e+01 -2.323471649423551888e-01 -2.409528282741267091e+01
-2.214578404212930351e+01 2.379131390448218042e+01 -2.347413868349335075e-01 -2.379015581670103074e+01
-2.187572958504827270e+01 2.349869522391652765e+01 -2.382188477222753065e-01 -2.349748771692640759e+01
-2.161668728628352554e+01 2.321761995707857196e+01 -2.425467295358996189e-01 -2.321635302013054414e+01
-2.136781633788078949e+01 2.294725756241227899e+01 -2.475330571961671389e-01 -2.294592244868971420e+01
-2.112836613521342244e+01 2.268686145570656265e+01 -2.530193248861358768e-01 -2.268545048994307223e+01
-2.089766425272255290e+01 2.243575838657238464e+01 -2.588745564323295945e-01 -2.243426482737254801e+01
-2.067510629854416138e+01 2.219333940286547247e+01 -2.649904970613210509e-01 -2.219175734112214116e+01
-2.046014731509396256e+01 2.195905213211914031e+01 -2.712777029460449185e-01 -2.195737641315579580e+01
-2.025229445813333484e+01 2.173239416061539231e+01 -2.776623471158958800e-01 -2.173062032187171866e+01
-2.005110073823997041e+01 2.151290733152348267e+01 -2.840835999380471044e-01 -2.151103155041531423e+01
-1.985615964920910770e+01 2.130017281600336787e+01 -2.904914726990726059e-01 -2.129819186447285873e+01
-1.966710054016601816e+01 2.109380683715368932e+01 -2.968450361646688407e-01 -2.109171804068260769e+01
-1.948358461393117835e+01 2.089345694758312888e+01 -3.031109440854011794e-01 -2.089125814727503183e+01
-1.930530145486307347e+01 2.069879877828207881e+01 -3.092622057144920333e-01 -2.069648829516563637e+01
-1.913196600609079923e+01 2.050953319019907184e+01 -3.152771624515429139e-01 -2.050710979125809885e+01
-1.896331592957761458e+01 2.032538377113053585e+01 -3.211386324296969796e-01 -2.032284663679027403e+01
